queryId,query,shape,span,intent,mode,strategy,ndcg,recall,jaccard,kendallTau,rbo,judgedNdcg,judgedCoverage,queries,computeUnits,latencyMs,stripeMix
q001,dragons and ancient magic,Torso,StripeLocal,Lexical,Keyword,single-index,1,1,1,1,1,0.8771324975457362,1,1,0.000366667,64.7421,books-oracle2=10
q001,dragons and ancient magic,Torso,StripeLocal,Lexical,Keyword,naive-score,0.9999426168282078,1,1,0.9555555555555556,0.8543290079708894,0.8771324975457362,1,2,0.00045,59.0624,books-t2016-a=10
q001,dragons and ancient magic,Torso,StripeLocal,Lexical,Keyword,interleave,0.7928464332388696,0.7,0.5384615384615384,1,0.565706061685704,0.6482759388143466,0.7,2,0.00045,56.882999999999996,books-t2016-a=7 | books-t2016-b=3
q001,dragons and ancient magic,Torso,StripeLocal,Lexical,Keyword,quota-merge,0.8968795782858947,0.9,0.8181818181818182,1,0.7025747303706025,0.7799838091678013,0.9,2,0.00045,57.7654,books-t2016-a=9 | books-t2016-b=1
q001,dragons and ancient magic,Torso,StripeLocal,Lexical,Keyword,global-rrf,0.7753153813063062,0.7,0.5384615384615384,1,0.5385661888821192,0.6330184200348572,0.7,2,0.00045,56.7468,books-t2016-a=7 | books-t2016-b=3
q001,dragons and ancient magic,Torso,StripeLocal,Lexical,Keyword,minmax-norm,0.8968795782858947,0.9,0.8181818181818182,1,0.7025747303706025,0.7799838091678013,0.9,2,0.00045,58.2558,books-t2016-a=9 | books-t2016-b=1
q001,dragons and ancient magic,Torso,StripeLocal,Lexical,Keyword,zscore-norm,0.9299901141391061,0.9,0.8181818181818182,1,0.7478078517099106,0.8088003698923159,0.9,2,0.00045,58.4367,books-t2016-a=9 | books-t2016-b=1
q001,dragons and ancient magic,Torso,StripeLocal,Lexical,Keyword,idf-correct-probe,0.9999426168282078,1,1,0.9555555555555556,0.8543290079708894,0.8771324975457362,1,10,0.0005833359999999999,414.5702,books-t2016-a=10
q001,dragons and ancient magic,Torso,StripeLocal,Lexical,Keyword,idf-correct-sidecar,0.9999426168282078,1,1,0.9555555555555556,0.8543290079708894,0.8771324975457362,1,2,0.00045,57.277,books-t2016-a=10
q002,a young wizard learning to control his powers at a school of magic,Torso,StripeLocal,Conceptual,Keyword,single-index,1,1,1,1,1,0.44426423489927896,1,1,0.000883333,76.1343,books-oracle2=10
q002,a young wizard learning to control his powers at a school of magic,Torso,StripeLocal,Conceptual,Keyword,naive-score,1,1,1,1,0.8591367550184259,0.44426423489927896,1,2,0.0006000000000000001,60.3954,books-t2016-a=10
q002,a young wizard learning to control his powers at a school of magic,Torso,StripeLocal,Conceptual,Keyword,interleave,0.7090081386375826,0.5,0.3333333333333333,1,0.5062118724963371,0.24797590926817462,0.5,2,0.0006000000000000001,60.3643,books-t2016-a=5 | books-t2016-b=5
q002,a young wizard learning to control his powers at a school of magic,Torso,StripeLocal,Conceptual,Keyword,quota-merge,0.8982658901806848,0.9,0.8181818181818182,1,0.7025747303706025,0.34105555806411364,0.9,2,0.0006000000000000001,60.3585,books-t2016-a=9 | books-t2016-b=1
q002,a young wizard learning to control his powers at a school of magic,Torso,StripeLocal,Conceptual,Keyword,global-rrf,0.6914770867050193,0.5,0.3333333333333333,1,0.4790719996927523,0.23271839048868528,0.5,2,0.0006000000000000001,60.3712,books-t2016-a=5 | books-t2016-b=5
