queryId,query,shape,span,intent,mode,strategy,ndcg,recall,jaccard,kendallTau,rbo,judgedNdcg,judgedCoverage,queries,computeUnits,latencyMs,stripeMix
q001,dragons and ancient magic,Torso,StripeLocal,Lexical,Keyword,single-index,1,1,1,1,1,0.8992570819408976,1,1,0.000366667,115.3268,books-oracle2=10
q001,dragons and ancient magic,Torso,StripeLocal,Lexical,Keyword,naive-score,0.553471989476528,0.4,0.25,0.3333333333333333,0.2904978969296968,0.8318900084959158,1,2,0.0006333339999999999,126.93900000000001,books-t2013-a=10
q001,dragons and ancient magic,Torso,StripeLocal,Lexical,Keyword,interleave,0.8193321433317942,0.6,0.42857142857142855,0.5238095238095238,0.5505707371539863,0.5747364046244268,0.6,2,0.0006333339999999999,124.8936,books-t2013-a=5 | books-t2013-b=5
q001,dragons and ancient magic,Torso,StripeLocal,Lexical,Keyword,quota-merge,0.8785545492086577,1,1,0.7333333333333333,0.6448438374929789,0.7734903583419945,1,2,0.0006333339999999999,125.6645,books-t2013-a=9 | books-t2013-b=1
q001,dragons and ancient magic,Torso,StripeLocal,Lexical,Keyword,global-rrf,0.7207122278194077,0.6,0.42857142857142855,0.42857142857142855,0.4500526897333013,0.5051112711176904,0.6,2,0.0006333339999999999,124.7382,books-t2013-a=5 | books-t2013-b=5
q001,dragons and ancient magic,Torso,StripeLocal,Lexical,Keyword,minmax-norm,0.4307722072525528,0.3,0.17647058823529413,0.23809523809523808,0.22834083372183953,0.5261992995392474,0.6,2,0.0006333339999999999,126.2196,books-t2013-a=5 | books-t2013-b=5
q001,dragons and ancient magic,Torso,StripeLocal,Lexical,Keyword,zscore-norm,0.41965640673502713,0.3,0.17647058823529413,0.23809523809523808,0.18288154677583482,0.42233144005391543,0.6,2,0.0006333339999999999,126.2609,books-t2013-a=5 | books-t2013-b=5
q001,dragons and ancient magic,Torso,StripeLocal,Lexical,Keyword,idf-correct-probe,0.553471989476528,0.4,0.25,0.3333333333333333,0.2904978969296968,0.8318900084959158,1,10,0.001850001,485.5584,books-t2013-a=10
q001,dragons and ancient magic,Torso,StripeLocal,Lexical,Keyword,semantic-score,1,1,1,1,0.8591367550184259,0.8992570819408976,1,2,0.0006333339999999999,124.7991,books-t2013-a=9 | books-t2013-b=1
q001,dragons and ancient magic,Torso,StripeLocal,Lexical,Keyword,semantic-rerank,1,1,1,1,0.8591367550184259,0.8992570819408976,1,4,0.001200001,230.1772,books-t2013-a=9 | books-t2013-b=1
q001,dragons and ancient magic,Torso,StripeLocal,Lexical,Keyword,idf-correct-sidecar,0.553471989476528,0.4,0.25,0.3333333333333333,0.2904978969296968,0.8318900084959158,1,2,0.0006333339999999999,125.3586,books-t2013-a=10
q002,a young wizard learning to control his powers at a school of magic,Torso,StripeLocal,Conceptual,Keyword,single-index,1,1,1,1,1,0.6410626846301555,1,1,0.000433333,130.8208,books-oracle2=10
q002,a young wizard learning to control his powers at a school of magic,Torso,StripeLocal,Conceptual,Keyword,naive-score,0.6804029903122125,0.6,0.42857142857142855,0.28888888888888886,0.3606008166373412,0.46160179656604383,1,2,0.000766666,138.6978,books-t2013-a=10
q002,a young wizard learning to control his powers at a school of magic,Torso,StripeLocal,Conceptual,Keyword,interleave,0.7540483625675651,0.6,0.42857142857142855,0.8666666666666667,0.5413676825194994,0.6530361809645352,0.9,2,0.000766666,138.6425,books-t2013-a=5 | books-t2013-b=5
q002,a young wizard learning to control his powers at a school of magic,Torso,StripeLocal,Conceptual,Keyword,quota-merge,0.8898224536308542,0.9,0.8181818181818182,1,0.7025747303706025,0.6112144246930843,1,2,0.000766666,138.63320000000002,books-t2013-a=9 | books-t2013-b=1
q002,a young wizard learning to control his powers at a school of magic,Torso,StripeLocal,Conceptual,Keyword,global-rrf,0.7303756577309513,0.6,0.42857142857142855,0.8666666666666667,0.5010378315333721,0.6617547631242434,0.9,2,0.000766666,138.6662,books-t2013-a=5 | books-t2013-b=5
q002,a young wizard learning to control his powers at a school of magic,Torso,StripeLocal,Conceptual,Keyword,minmax-norm,0.5437163935860431,0.5,0.3333333333333333,0.4666666666666667,0.325957426808499,0.28543927301202354,0.6,2,0.000766666,138.7055,books-t2013-a=5 | books-t2013-b=5
q002,a young wizard learning to control his powers at a school of magic,Torso,StripeLocal,Conceptual,Keyword,zscore-norm,0.49816082780146387,0.5,0.3333333333333333,0.3333333333333333,0.325957426808499,0.2609498884561736,0.6,2,0.000766666,138.7244,books-t2013-a=5 | books-t2013-b=5
q002,a young wizard learning to control his powers at a school of magic,Torso,StripeLocal,Conceptual,Keyword,idf-correct-probe,0.6804029903122125,0.6,0.42857142857142855,0.28888888888888886,0.3606008166373412,0.46160179656604383,1,14,0.003299999,660.5849000000001,books-t2013-a=10
