queryId,query,shape,span,intent,mode,strategy,ndcg,recall,jaccard,kendallTau,rbo,judgedNdcg,judgedCoverage,queries,computeUnits,latencyMs,stripeMix
q001,dragons and ancient magic,Torso,StripeLocal,Lexical,Keyword,single-index,1,1,1,1,1,0.8771324975457362,1,1,0.000366667,60.6235,books-oracle=10
q001,dragons and ancient magic,Torso,StripeLocal,Lexical,Keyword,naive-score,1,1,1,1,0.8591367550184259,0.8771324975457362,1,2,0.000566667,53.9087,books-t2015-a=10
q001,dragons and ancient magic,Torso,StripeLocal,Lexical,Keyword,interleave,0.7090081386375826,0.5,0.3333333333333333,1,0.5062118724963371,0.5170393563828395,0.5,2,0.000566667,51.7252,books-t2015-a=5 | books-t2015-b=5
q001,dragons and ancient magic,Torso,StripeLocal,Lexical,Keyword,quota-merge,0.8968795782858947,0.9,0.8181818181818182,1,0.7025747303706025,0.7799838091678013,0.9,2,0.000566667,52.5835,books-t2015-a=9 | books-t2015-b=1
q001,dragons and ancient magic,Torso,StripeLocal,Lexical,Keyword,global-rrf,0.6803956428164721,0.5,0.3333333333333333,1,0.4534429299427739,0.48997567366834854,0.5,2,0.000566667,51.592000000000006,books-t2015-a=5 | books-t2015-b=5
q001,dragons and ancient magic,Torso,StripeLocal,Lexical,Keyword,minmax-norm,0.7630057833596808,0.6,0.42857142857142855,1,0.5649011944857263,0.5945519389039196,0.6,2,0.000566667,53.171,books-t2015-a=6 | books-t2015-b=4
q001,dragons and ancient magic,Torso,StripeLocal,Lexical,Keyword,zscore-norm,0.5937756138707116,0.6,0.42857142857142855,1,0.42642584340449885,0.492254663962079,0.6,2,0.000566667,53.194,books-t2015-a=6 | books-t2015-b=4
q001,dragons and ancient magic,Torso,StripeLocal,Lexical,Keyword,idf-correct-probe,1,1,1,1,0.8591367550184259,0.8771324975457362,1,10,0.001700001,403.3615,books-t2015-a=10
q001,dragons and ancient magic,Torso,StripeLocal,Lexical,Keyword,idf-correct-sidecar,1,1,1,1,0.8591367550184259,0.8771324975457362,1,2,0.000566667,52.1351,books-t2015-a=10
q002,a young wizard learning to control his powers at a school of magic,Torso,StripeLocal,Conceptual,Keyword,single-index,1,1,1,1,1,0.44426423489927896,1,1,0.000433333,60.8895,books-oracle=10
q002,a young wizard learning to control his powers at a school of magic,Torso,StripeLocal,Conceptual,Keyword,naive-score,1,1,1,1,0.8591367550184259,0.44426423489927896,1,2,0.000383333,51.631299999999996,books-t2015-a=10
q002,a young wizard learning to control his powers at a school of magic,Torso,StripeLocal,Conceptual,Keyword,interleave,0.7600533077905745,0.5,0.3333333333333333,0.4666666666666667,0.5073934295163813,0.267813401250111,0.6,2,0.000383333,51.6108,books-t2015-a=5 | books-t2015-b=5
q002,a young wizard learning to control his powers at a school of magic,Torso,StripeLocal,Conceptual,Keyword,quota-merge,0.9493110593336769,0.9,0.8181818181818182,0.6444444444444445,0.7037562873906468,0.36089305004605,1,2,0.000383333,51.5901,books-t2015-a=9 | books-t2015-b=1
q002,a young wizard learning to control his powers at a school of magic,Torso,StripeLocal,Conceptual,Keyword,global-rrf,0.755113516806078,0.5,0.3333333333333333,0.4666666666666667,0.4949543379489452,0.2661279583232898,0.6,2,0.000383333,51.6168,books-t2015-a=5 | books-t2015-b=5
q002,a young wizard learning to control his powers at a school of magic,Torso,StripeLocal,Conceptual,Keyword,minmax-norm,0.7375824648735146,0.5,0.3333333333333333,0.4666666666666667,0.46781446514536035,0.25087043954380045,0.6,2,0.000383333,51.663599999999995,books-t2015-a=5 | books-t2015-b=5
q002,a young wizard learning to control his powers at a school of magic,Torso,StripeLocal,Conceptual,Keyword,zscore-norm,0.8102817082248466,0.6,0.42857142857142855,0.5238095238095238,0.555265320648813,0.27905966251252495,0.7,2,0.000383333,51.6551,books-t2015-a=6 | books-t2015-b=4
q002,a young wizard learning to control his powers at a school of magic,Torso,StripeLocal,Conceptual,Keyword,idf-correct-probe,1,1,1,1,0.8591367550184259,0.44426423489927896,1,14,0.002583333,557.4590000000001,books-t2015-a=10
