queryId,query,shape,span,intent,mode,strategy,ndcg,recall,jaccard,kendallTau,rbo,judgedNdcg,judgedCoverage,queries,computeUnits,latencyMs,stripeMix
q001,dragons and ancient magic,Torso,StripeLocal,Lexical,Keyword,single-index,1,1,1,1,1,0.8771324975457362,1,1,0.000366667,66.1007,books-oracle2=10
q001,dragons and ancient magic,Torso,StripeLocal,Lexical,Keyword,naive-score,0.9999426168282078,1,1,0.9555555555555556,0.8543290079708894,0.8771324975457362,1,2,0.000516667,57.952799999999996,books-t2013-a=10
q001,dragons and ancient magic,Torso,StripeLocal,Lexical,Keyword,interleave,0.7858608116217345,0.5,0.3333333333333333,0.23809523809523808,0.506432585789978,0.5368768483647759,0.6,2,0.000516667,56.129799999999996,books-t2013-a=5 | books-t2013-b=5
q001,dragons and ancient magic,Torso,StripeLocal,Lexical,Keyword,quota-merge,0.9419198022158775,0.9,0.8181818181818182,0.6444444444444445,0.7026140996154846,0.7998213011497377,1,2,0.000516667,56.8612,books-t2013-a=9 | books-t2013-b=1
q001,dragons and ancient magic,Torso,StripeLocal,Lexical,Keyword,global-rrf,0.771595131747403,0.5,0.3333333333333333,0.14285714285714285,0.47448496593885636,0.5204907144758133,0.6,2,0.000516667,55.998099999999994,books-t2013-a=5 | books-t2013-b=5
q001,dragons and ancient magic,Torso,StripeLocal,Lexical,Keyword,minmax-norm,0.7720505339389389,0.5,0.3333333333333333,0.23809523809523808,0.4757187794506294,0.5211649526599321,0.6,2,0.000516667,57.459999999999994,books-t2013-a=5 | books-t2013-b=5
q001,dragons and ancient magic,Torso,StripeLocal,Lexical,Keyword,zscore-norm,0.7720505339389389,0.5,0.3333333333333333,0.23809523809523808,0.4757187794506294,0.5211649526599321,0.6,2,0.000516667,57.5556,books-t2013-a=5 | books-t2013-b=5
q001,dragons and ancient magic,Torso,StripeLocal,Lexical,Keyword,idf-correct-probe,0.9999426168282078,1,1,0.9555555555555556,0.8543290079708894,0.8771324975457362,1,10,0.0006500029999999999,417.9602,books-t2013-a=10
q001,dragons and ancient magic,Torso,StripeLocal,Lexical,Keyword,idf-correct-sidecar,0.9999426168282078,1,1,0.9555555555555556,0.8543290079708894,0.8771324975457362,1,2,0.000516667,56.54089999999999,books-t2013-a=10
q002,a young wizard learning to control his powers at a school of magic,Torso,StripeLocal,Conceptual,Keyword,single-index,1,1,1,1,1,0.44426423489927896,1,1,0.000433333,72.5319,books-oracle2=10
